date, pm25, pm10, o3, no2, so2, co
2018/11/3, 60, 25, 27, 25, 2, 5
2018/11/4, 68, 26, 31, 30, 3, 5
2018/11/5, 66, 24, 31, 32, 3, 5
2018/11/6, 58, 30, 29, 28, 3, 5
2018/11/7, 72, 50, 29, 57, 6, 8
2018/11/8, 111, 41, 39, 44, 4, 8
2018/11/9, 91, 35, 34, 26, 2, 6
2018/11/10, 81, 34, 37, 26, 2, 9
2018/11/11, 84, 49, 34, 61, 8, 8
2018/11/12, 109, 47, 37, 37, 3, 7
2018/11/13, 103, 36, 36, 32, 2, 6
2018/11/14, 74, 44, 38, 30, 2, 6
2018/11/15, 81, 45, 35, 35, 3, 6
2018/11/16, 86, 35, 30, 26, 2, 6
2018/11/17, 80, 23, 30, 23, 2, 5
2018/11/18, 60, 42, 30, 41, 4, 8
2018/11/19, 84, 31, 31, 31, 2, 7
2018/11/20, 68, 46, 34, 47, 5, 8
2018/11/21, 84, 35, 19, 41, 4, 9
2018/11/22, 69, 48, 44, 54, 5, 9
2018/11/23, 101, 44, 37, 34, 3, 6
2018/11/24, 91, 38, 33, 35, 3, 8
2018/11/25, 87, 15, 27, 36, 3, 7
2018/11/26, 46, 28, 19, 36, 3, 7
2018/11/27, 73, 23, 18, 35, 3, 7
2018/11/28, 66, 43, 36, 39, 4, 7
2018/11/29, 94, 46, 44, 38, 3, 6
2018/11/30, 86, 52, 44, 34, 3, 6
2018/12/1, 94, 48, 35, 28, 3, 5
2018/12/2, 90, 38, 28, 36, 3, 7
2018/12/3, 76, 32, 19, 37, 7, 8
2018/12/4, 69, 31, 26, 31, 3, 7
2018/12/5, 68, 34, 28, 32, 3, 8
2018/12/6, 75, 36, 32, 29, 4, 9
2018/12/7, 83, 30, 9, 26, 3, 8
2018/12/8, 69, 31, 6, 24, 4, 8
2018/12/9, 69, 37, 4, 31, 7, 9
2018/12/10, 74, 39, 15, 36, 5, 9
2018/12/11, 74, 29, 10, 32, 5, 9
2018/12/12, 58, 41, 12, 34, 5, 10
2018/12/13, 85, 40, 7, 35, 5, 10
2018/12/14, 88, 45, 23, 38, 4, 9
2018/12/15, 95, 54, 19, 37, 5, 11
2018/12/16, 120, 34, 32, 45, 4, 9
2018/12/17, 68, 43, 44, 48, 4, 8
2018/12/18, 80, 55, 46, 39, 3, 6
2018/12/19, 90, 61, 38, 46, 4, 7
2018/12/20, 114, 52, 27, 38, 3, 6
2018/12/21, 103, 47, 34, 36, 3, 6
2018/12/22, 102, 26, 28, 31, 3, 7
2018/12/23, 73, 21, 11, 29, 3, 8
2018/12/24, 56, 31, 25, 27, 3, 6
2018/12/25, 73, 59, 27, 57, 10, 10
2018/12/26, 126, 45, 27, 43, 4, 9
2018/12/27, 103, 36, 29, 35, 4, 7
2018/12/28, 78, 32, 11, 29, 4, 6
2018/12/29, 70, 49, 15, 31, 4, 7
2018/12/30, 105, , , , , 
2018/7/1, 50, 23, 23, 24, 4, 4
2018/7/2, 49, 25, 20, 28, 3, 5
2018/7/3, 54, 27, 22, 28, 4, 5
2018/7/4, 55, 23, 19, 23, 4, 4
2018/7/5, 48, 23, 24, 24, 4, 5
2018/7/6, 52, 20, 19, 29, 4, 6
2018/7/7, 52, 16, 12, 22, 4, 4
2018/7/8, 45, 17, 13, 21, 3, 4
2018/7/9, 40, 21, 25, 27, 4, 4
2018/7/10, 50, 28, 33, 43, 10, 6
2018/7/11, 63, 12, 15, 24, 3, 4
2018/7/12, 34, 11, 13, 25, 3, 5
2018/7/13, 29, 16, 11, 18, 3, 4
2018/7/14, 35, 15, 11, 13, 3, 3
2018/7/15, 32, 19, 17, 21, 3, 4
2018/7/16, 43, 25, 24, 28, 4, 4
2018/7/17, 57, 18, 10, 17, 3, 4
2018/7/18, 39, 15, 13, 21, 3, 4
2018/7/19, 42, 14, 15, 26, 3, 5
2018/7/20, 39, 24, 25, 33, 6, 5
2018/7/21, 56, 19, 17, 30, 9, 5
2018/7/22, 47, 23, 16, 28, 5, 6
2018/7/23, 54, 26, 19, 27, 4, 5
2018/7/24, 55, 25, 19, 28, 3, 6
2018/7/25, 59, 19, 15, 23, 3, 5
2018/7/26, 50, 16, 14, 23, 4, 5
2018/7/27, 47, 15, 15, 24, 4, 5
2018/7/28, 43, 13, 14, 22, 7, 5
2018/7/29, 44, 15, 16, 24, 6, 4
2018/7/30, 43, 19, 17, 26, 5, 5
2018/7/31, 51, 17, 18, 26, 5, 5
2018/8/1, 43, 18, 21, 30, 4, 6
2018/8/2, 47, 19, 19, 24, 4, 5
2018/8/3, 45, 21, 22, 32, 5, 6
2018/8/4, 55, 21, 21, 27, 6, 5
2018/8/5, 59, 24, 16, 34, 10, 6
2018/8/6, 60, 25, 16, 37, 8, 6
2018/8/7, 67, 18, 22, 26, 4, 5
2018/8/8, 54, 16, 19, 20, 3, 4
2018/8/9, 42, 11, 14, 28, 3, 5
2018/8/10, 31, 15, 18, 31, 4, 6
2018/8/11, 42, 12, 21, 25, 4, 5
2018/8/12, 37, 14, 23, 30, 4, 6
2018/8/13, 44, 13, 27, 31, 3, 5
2018/8/14, 40, 18, 32, 37, 4, 6
2018/8/15, 55, 16, 24, 32, 4, 6
2018/8/16, 45, 20, 12, 36, 7, 7
2018/8/17, 54, 23, 16, 30, 6, 6
2018/8/18, 54, 15, 27, 30, 5, 6
2018/8/19, 45, 35, 33, 56, 6, 9
2018/8/20, 90, 41, 39, 67, 8, 10
2018/8/21, 106, 41, 87, 72, 8, 9
2018/8/22, 104, 29, 56, 58, 7, 8
2018/8/23, 79, 53, 118, 74, 11, 10
2018/8/24, 122, 62, 127, 73, 10, 10
2018/8/25, 147, 46, 84, 61, 8, 9
2018/8/26, 114, 28, 49, 48, 6, 9
2018/8/27, 80, 24, 30, 55, 5, 9
2018/8/28, 69, 20, 22, 31, 3, 6
2018/8/29, 53, 33, 18, 29, 3, 6
2018/8/30, 66, 34, 17, 28, 3, 6
2018/8/31, 70, 27, 12, 26, 4, 7
2018/9/1, 70, 18, 10, 26, 5, 6
2018/9/2, 53, 25, 13, 29, 10, 6
2018/9/3, 63, 24, 28, 31, 5, 6
2018/9/4, 62, 29, 42, 48, 6, 7
2018/9/5, 75, 33, 41, 44, 4, 7
2018/9/6, 86, 27, 30, 47, 8, 7
2018/9/7, 74, 40, 30, 57, 5, 8
2018/9/8, 99, 38, 40, 38, 4, 7
2018/9/9, 92, 23, 34, 47, 5, 8
2018/9/10, 62, 52, 96, 77, 8, 10
2018/9/11, 119, 26, 43, 33, 3, 6
2018/9/12, 66, 19, 24, 27, 2, 5
2018/9/13, 53, 31, 29, 43, 6, 6
2018/9/14, 73, 32, 35, 51, 6, 6
2018/9/15, 75, 23, 27, 4, 2, 3
2018/9/16, 43, 23, 25, 15, 2, 5
2018/9/17, 52, 19, 15, 23, 3, 5
2018/9/18, 56, 34, 34, 50, 8, 8
2018/9/19, 82, 37, 30, 48, 11, 7
2018/9/20, 91, 26, 20, 42, 9, 7
2018/9/21, 68, 25, 16, 32, 8, 6
2018/9/22, 65, 12, 11, 19, 5, 5
2018/9/23, 37, 18, 20, 31, 6, 6
2018/9/24, 55, 24, 44, 31, 3, 6
2018/9/25, 64, 38, 45, 43, 5, 7
2018/9/26, 78, 41, 46, 53, 6, 7
2018/9/27, 82, 52, 57, 65, 6, 8
2018/9/28, 116, 46, 67, 61, 4, 7
2018/9/29, 102, 37, 65, 36, 3, 7
2018/9/30, 88, 50, 76, 39, 4, 6
2018/4/1, 78, 54, 39, 47, 15, 5
2018/4/2, 101, 45, 26, 40, 8, 5
2018/4/3, 90, 42, 25, 37, 4, 6
2018/4/4, 80, 30, 24, 26, 3, 5
2018/4/5, 60, 44, 22, 43, 5, 7
2018/4/6, 73, 72, 36, 41, 2, 4
2018/4/7, 96, 71, 50, 41, 3, 5
2018/4/8, 101, 61, 47, 50, 3, 6
2018/4/9, 98, 42, 35, 44, 2, 6
2018/4/10, 72, 43, 22, 33, 8, 7
2018/4/11, 90, 29, 13, 24, 9, 7
2018/4/12, 71, 20, 15, 19, 2, 6
2018/4/13, 61, 20, 13, 18, 8, 6
2018/4/14, 58, 27, 13, 23, 4, 9
2018/4/15, 69, 26, 14, 29, 2, 8
2018/4/16, 66, 32, 26, 31, 2, 8
2018/4/17, 76, 54, 47, 33, 2, 8
2018/4/18, 104, 48, 49, 34, 3, 7
2018/4/19, 90, 49, 45, 31, 2, 6
2018/4/20, 88, 45, 30, 21, 2, 6
2018/4/21, 85, 42, 22, 20, 2, 9
2018/4/22, 87, 24, 15, 18, 12, 6
2018/4/23, 58, 30, 10, 31, 8, 8
2018/4/24, 74, 33, 33, 28, 2, 9
2018/4/25, 77, 46, 44, 29, 2, 8
2018/4/26, 97, 48, 42, 38, 3, 9
2018/4/27, 111, 50, 41, 27, 3, 8
2018/4/28, 116, 46, 37, 23, 2, 7
2018/4/29, 102, 40, 22, 25, 2, 8
2018/4/30, 89, 24, 14, 19, 17, 7
2018/5/1, 61, 21, 16, 22, 8, 8
2018/5/2, 59, 37, 44, 30, 6, 9
2018/5/3, 83, 33, 47, 26, 2, 8
2018/5/4, 71, 44, 41, 22, 2, 7
2018/5/5, 73, 22, 19, 14, 2, 5
2018/5/6, 47, 16, 13, 16, 5, 6
2018/5/7, 40, 19, 19, 33, 5, 8
2018/5/8, 52, 29, 39, 28, 2, 6
2018/5/9, 67, 40, 46, 26, 1, 6
2018/5/10, 70, 46, 35, 31, 2, 6
2018/5/11, 78, 36, 21, 31, 4, 7
2018/5/12, 67, 24, 23, 29, 6, 7
2018/5/13, 57, 20, 18, 23, 3, 6
2018/5/14, 49, 17, 17, 22, 3, 6
2018/5/15, 48, 17, 17, 22, 4, 6
2018/5/16, 49, 17, 13, 22, 3, 6
2018/5/17, 49, 18, 15, 24, 4, 6
2018/5/18, 53, 18, 16, 29, 4, 6
2018/5/19, 51, 14, 16, 23, 5, 5
2018/5/20, 46, 18, 17, 31, 6, 6
2018/5/21, 54, 15, 23, 26, 5, 5
2018/5/22, 47, 23, 37, 46, 7, 7
2018/5/23, 55, 17, 30, 34, 4, 6
2018/5/24, 48, 15, 16, 25, 4, 5
2018/5/25, 39, 15, 16, 22, 3, 5
2018/5/26, 43, 16, 16, 28, 5, 6
2018/5/27, 50, 41, 79, 57, 10, 8
2018/5/28, 91, 26, 46, 48, 8, 7
2018/5/29, 64, 19, 23, 31, 6, 7
2018/5/30, 53, 18, 23, 31, 5, 6
2018/5/31, 46, 22, 33, 34, 5, 6
2018/6/1, 52, 27, 40, 32, 2, 6
2018/6/2, 65, 30, 43, 27, 2, 6
2018/6/3, 71, 24, 29, 29, 2, 7
2018/6/4, 63, 14, 21, 34, 2, 7
2018/6/5, 36, 16, 15, 35, 3, 8
2018/6/6, 41, 17, 21, 34, 2, 8
2018/6/7, 40, 17, 27, 37, 3, 8
2018/6/8, 46, 24, 35, 44, 6, 10
2018/6/9, 55, 34, 72, 61, 9, 10
2018/6/10, 83, 47, 81, 84, 12, 10
2018/6/11, 105, 35, 53, 55, 4, 9
2018/6/12, 90, 16, 24, 40, 3, 10
2018/6/13, 47, 34, 44, 59, 4, 11
2018/6/14, 85, 25, 24, 46, 5, 10
2018/6/15, 63, 27, 46, 27, 4, 7
2018/6/16, 51, 27, 39, 25, 3, 6
2018/6/17, 65, 24, 37, 30, 6, 7
2018/6/18, 62, 21, 20, 29, 3, 7
2018/6/19, 43, 28, 20, 26, 3, 7
2018/6/20, 52, 28, 20, 27, 3, 8
2018/6/21, 54, 22, 17, 31, 4, 9
2018/6/22, 54, 21, 16, 32, 4, 9
2018/6/23, 55, 14, 18, 24, 4, 7
2018/6/24, 40, 14, 17, 31, 4, 8
2018/6/25, 36, 16, 15, 26, 4, 7
2018/6/26, 42, 16, 12, 23, 8, 7
2018/6/27, 44, 18, 20, 27, 5, 8
2018/6/28, 43, 23, 23, 29, 4, 5
2018/6/29, 54, 22, 19, 26, 3, 5
2018/6/30, 49, 20, 25, 24, 3, 4
2018/1/1, 153, 63, 45, 38, 3, 7
2018/1/2, 132, 42, 35, 29, 3, 5
2018/1/3, 76, 30, 31, 26, 2, 5
2018/1/4, 67, 29, 20, 31, 2, 6
2018/1/5, 75, 13, 19, 20, 1, 5
2018/1/6, 43, 6, 19, 19, 1, 4
2018/1/7, 21, 16, 14, 29, 3, 8
2018/1/8, 51, 34, 24, 42, 4, 7
2018/1/9, 94, 29, 26, 45, 5, 5
2018/1/10, 67, 26, 30, 48, 5, 4
2018/1/11, 61, 24, 30, 43, 4, 4
2018/1/12, 56, 43, 37, 30, 3, 5
2018/1/13, 82, 29, 33, 28, 3, 7
2018/1/14, 62, 38, 33, 51, 4, 6
2018/1/15, 80, 40, 29, 56, 8, 8
2018/1/16, 86, 83, 31, 79, 14, 11
2018/1/17, 161, 54, 42, 44, 4, 8
2018/1/18, 125, 40, 31, 40, 2, 8
2018/1/19, 102, 38, 31, 33, 3, 8
2018/1/20, 92, 53, 39, 39, 5, 8
2018/1/21, 123, 85, 26, 76, 14, 12
2018/1/22, 172, 53, 40, 44, 3, 11
2018/1/23, 121, 45, 38, 25, 2, 7
2018/1/24, 92, 35, 30, 25, 2, 7
2018/1/25, 74, 46, 29, 33, 2, 7
2018/1/26, 86, 38, 21, 26, 2, 7
2018/1/27, 80, 41, 23, 32, 3, 9
2018/1/28, 83, 16, 10, 32, 5, 8
2018/1/29, 42, 29, 7, 27, 8, 9
2018/1/30, 81, 18, 10, 31, 8, 10
2018/1/31, 54, 45, 24, 42, 8, 9
2018/2/1, 96, 43, 20, 43, 8, 9
2018/2/2, 99, 49, 25, 43, 9, 8
2018/2/3, 107, 62, 31, 48, 9, 8
2018/2/4, 138, 57, 22, 51, 9, 8
2018/2/5, 127, 44, 33, 46, 10, 8
2018/2/6, 96, 50, 37, 48, 9, 8
2018/2/7, 105, 43, 30, 44, 8, 8
2018/2/8, 95, 40, 38, 40, 6, 9
2018/2/9, 82, 60, 16, 63, 10, 12
2018/2/10, 134, 61, 31, 46, 7, 11
2018/2/11, 149, 51, 32, 53, 6, 11
2018/2/12, 120, 58, 38, 43, 4, 10
2018/2/13, 102, 50, 35, 47, 3, 8
2018/2/14, 82, 56, 23, 61, 11, 10
2018/2/15, 97, 53, 36, 57, 14, 10
2018/2/16, 121, 45, 31, 29, 7, 7
2018/2/17, 106, 34, 33, 25, 3, 7
2018/2/18, 79, 31, 23, 36, 5, 7
2018/2/19, 76, 35, 15, 41, 7, 10
2018/2/20, 86, 32, 28, 27, 2, 7
2018/2/21, 75, 20, 28, 27, 3, 9
2018/2/22, 52, 14, 25, 29, 3, 9
2018/2/23, 39, 30, 33, 34, 3, 8
2018/2/24, 73, 43, 29, 38, 5, 9
2018/2/25, 101, 22, 20, 29, 3, 8
2018/2/26, 59, 36, 32, 40, 4, 8
2018/2/27, 75, 47, 25, 56, 9, 10
2018/2/28, 95, 55, 26, 53, 16, 11
2018/3/1, 133, 43, 37, 42, 4, 9
2018/3/2, 96, 54, 25, 37, 4, 9
2018/3/3, 119, 31, 10, 24, 6, 12
2018/3/4, 85, 29, 9, 34, 16, 10
2018/3/5, 72, 41, 34, 30, 9, 8
2018/3/6, 83, 30, 33, 30, 3, 8
2018/3/7, 64, 16, 15, 35, 3, 9
2018/3/8, 43, 26, 32, 42, 6, 8
2018/3/9, 62, 42, 43, 38, 5, 8
2018/3/10, 82, 34, 44, 24, 5, 6
2018/3/11, 71, 36, 35, 46, 4, 8
2018/3/12, 72, 39, 30, 51, 3, 9
2018/3/13, 83, 37, 27, 42, 3, 9
2018/3/14, 84, 53, 23, 50, 9, 11
2018/3/15, 111, 54, 15, 61, 13, 11
2018/3/16, 124, 39, 35, 28, 2, 8
2018/3/17, 91, 37, 37, 24, 2, 8
2018/3/18, 78, 44, 31, 37, 3, 9
2018/3/19, 89, 33, 28, 45, 6, 11
2018/3/20, 77, 30, 42, 52, 3, 10
2018/3/21, 63, 36, 54, 52, 3, 9
2018/3/22, 76, 46, 51, 47, 3, 9
2018/3/23, 82, 54, 47, 37, 2, 9
2018/3/24, 92, 52, 48, 30, 2, 8
2018/3/25, 89, 55, 45, 58, 7, 10
2018/3/26, 99, 57, 42, 63, 7, 11
2018/3/27, 123, 49, 41, 54, 3, 9
2018/3/28, 110, 46, 40, 43, 2, 6
2018/3/29, 99, 37, 41, 29, 3, 5
2018/3/30, 83, 30, 37, 21, 2, 3
2018/3/31, 61, 40, 36, 30, 4, 4
2017/10/1, 47, 12, 16, 17, 2, 2
2017/10/2, 35, 15, 21, 26, 3, 3
2017/10/3, 44, 26, 29, 26, 2, 3
2017/10/4, 62, 23, 35, 17, 2, 2
2017/10/5, 54, 29, 40, 28, 3, 3
2017/10/6, 65, 29, 37, 23, 2, 2
2017/10/7, 62, 38, 52, 22, 3, 3
2017/10/8, 76, 29, 27, 22, 3, 2
2017/10/9, 57, 32, 32, 25, 3, 3
2017/10/10, 63, 26, 27, 24, 3, 2
2017/10/11, 51, 32, 42, 37, 3, 3
2017/10/12, 62, 33, 43, 55, 4, 5
2017/10/13, 69, 30, 20, 34, 3, 4
2017/10/14, 65, 13, 24, 15, 2, 3
2017/10/15, 35, 18, 22, 27, 2, 4
2017/10/16, 40, 18, 21, 24, 2, 4
2017/10/17, 48, 23, 31, 42, 3, 4
2017/10/18, 62, 21, 23, 44, 4, 4
2017/10/19, 55, 23, 29, 44, 3, 4
2017/10/20, 56, 29, 42, 45, 3, 4
2017/10/21, 68, 39, 57, 51, 5, 4
2017/10/22, 89, 46, 59, 56, 5, 5
2017/10/23, 102, 53, 74, 50, 4, 5
2017/10/24, 106, 50, 60, 41, 3, 4
2017/10/25, 95, 51, 62, 55, 4, 5
2017/10/26, 103, 53, 58, 75, 9, 6
2017/10/27, 110, 54, 82, 65, 6, 6
2017/10/28, 122, 54, 63, 61, 15, 5
2017/10/29, 118, 49, 51, 50, 11, 5
2017/10/30, 98, 59, 56, 49, 7, 6
2017/10/31, 127, 36, 51, 40, 4, 4
2017/11/1, 69, 41, 49, 54, 4, 5
2017/11/2, 79, 45, 54, 58, 5, 5
2017/11/3, 91, 49, 50, 40, 5, 4
2017/11/4, 101, 68, 67, 44, 5, 8
2017/11/5, 148, 48, 38, 39, 4, 5
2017/11/6, 106, 43, 20, 48, 4, 6
2017/11/7, 98, 34, 29, 40, 4, 5
2017/11/8, 81, 33, 45, 32, 3, 4
2017/11/9, 69, 43, 42, 45, 4, 5
2017/11/10, 81, 40, 39, 32, 3, 5
2017/11/11, 83, 34, 35, 23, 3, 5
2017/11/12, 79, 17, 31, 26, 2, 5
2017/11/13, 54, 22, 24, 28, 3, 5
2017/11/14, 63, 26, 30, 27, 3, 4
2017/11/15, 65, 29, 36, 31, 3, 5
2017/11/16, 67, 37, 33, 43, 4, 6
2017/11/17, 85, 36, 21, 44, 8, 9
2017/11/18, 75, 22, 19, 20, 3, 7
2017/11/19, 53, 31, 12, 31, 5, 7
2017/11/20, 66, 27, 12, 33, 4, 7
2017/11/21, 65, 40, 21, 42, 5, 8
2017/11/22, 77, 44, 28, 55, 5, 7
2017/11/23, 98, 49, 25, 52, 5, 7
2017/11/24, 108, 44, 14, 43, 4, 7
2017/11/25, 101, 45, 19, 43, 6, 9
2017/11/26, 97, 27, 21, 34, 4, 7
2017/11/27, 68, 35, 38, 38, 4, 6
2017/11/28, 72, 32, 32, 36, 4, 6
2017/11/29, 72, 29, 25, 33, 3, 8
2017/11/30, 67, 28, 30, 39, 3, 9
2017/12/1, 66, 32, 23, 41, 5, 8
2017/12/2, 70, 45, 35, 54, 6, 8
2017/12/3, 100, 50, 27, 55, 6, 9
2017/12/4, 108, 46, 20, 42, 5, 8
2017/12/5, 103, 54, 44, 45, 4, 9
2017/12/6, 117, 61, 41, 55, 5, 9
2017/12/7, 128, 56, 37, 57, 6, 7
2017/12/8, 114, 72, 43, 62, 7, 9
2017/12/9, 157, 77, 50, 76, 8, 11
2017/12/10, 162, 56, 49, 53, 6, 8
2017/12/11, 120, 63, 51, 45, 5, 8
2017/12/12, 129, 30, 27, 26, 2, 6
2017/12/13, 65, 30, 26, 31, 2, 7
2017/12/14, 59, 39, 26, 36, 3, 8
2017/12/15, 81, 43, 12, 30, 4, 10
2017/12/16, 78, 32, 15, 31, 4, 8
2017/12/17, 79, 63, 30, 50, 6, 9
2017/12/18, 150, 51, 31, 54, 6, 8
2017/12/19, 104, 49, 30, 54, 6, 8
2017/12/20, 90, 42, 42, 40, 5, 7
2017/12/21, 77, 50, 44, 42, 4, 9
2017/12/22, 97, 55, 40, 55, 11, 11
2017/12/23, 106, 72, 48, 79, 12, 12
2017/12/24, 143, 57, 58, 42, 7, 9
2017/12/25, 126, 67, 52, 33, 4, 10
2017/12/26, 136, 44, 42, 29, 2, 7
2017/12/27, 84, 47, 34, 35, 3, 5
2017/12/28, 85, 41, 35, 39, 3, 6
2017/12/29, 92, 29, 30, 40, 3, 5
2017/12/30, 66, 40, 35, 23, 2, 
2017/12/31, 87, 65, 44, 33, 3, 7
2017/7/1, 28, 17, 14, 21, 3, 3
2017/7/2, 37, 18, 16, 31, 4, 4
2017/7/3, 45, 15, 11, 28, 4, 4
2017/7/4, 43, 14, 10, 25, 3, 3
2017/7/5, 40, 15, 12, 28, 4, 5
2017/7/6, 35, 14, 14, 27, 5, 4
2017/7/7, 34, 18, 12, 26, 5, 3
2017/7/8, 42, 14, 17, 21, 5, 2
2017/7/9, 35, 14, 16, 24, 6, 3
2017/7/10, 39, 13, 18, 21, 5, 2
2017/7/11, 37, 13, 13, 25, 4, 3
2017/7/12, 37, 13, 12, 23, 4, 3
2017/7/13, 32, 13, 9, 19, 4, 2
2017/7/14, 35, 13, 9, 19, 3, 2
2017/7/15, 30, 13, 9, 14, 3, 1
2017/7/16, 31, 11, 10, 22, 4, 3
2017/7/17, 30, 13, 9, 25, 4, 4
2017/7/18, 35, 14, 13, 23, 4, 4
2017/7/19, 42, 14, 9, 20, 4, 3
2017/7/20, 37, 15, 12, 21, 3, 2
2017/7/21, 41, 13, 14, 20, 3, 2
2017/7/22, 38, 15, 16, 23, 4, 3
2017/7/23, 47, 12, 11, 24, 3, 3
2017/7/24, 34, 14, 16, 26, 4, 3
2017/7/25, 35, 19, 15, 29, 9, 4
2017/7/26, 47, 14, 14, 22, 4, 3
2017/7/27, 38, 18, 34, 34, 5, 3
2017/7/28, 45, 41, 109, 58, 9, 6
2017/7/29, 93, 60, 110, 55, 13, 8
2017/7/30, 147, 36, 31, 34, 4, 6
2017/7/31, 84, 24, 27, 24, 4, 5
2017/8/1, 56, 22, 21, 34, 6, 6
2017/8/2, 58, 17, 14, 33, 7, 6
2017/8/3, 51, 16, 13, 31, 7, 6
2017/8/4, 46, 23, 18, 28, 7, 5
2017/8/5, 58, 19, 26, 24, 5, 5
2017/8/6, 52, 18, 21, 25, 5, 5
2017/8/7, 44, 18, 16, 22, 4, 4
2017/8/8, 38, 19, 18, 24, 4, 5
2017/8/9, 49, 23, 20, 27, 4, 5
2017/8/10, 51, 25, 18, 20, 4, 3
2017/8/11, 55, 21, 19, 21, 4, 3
2017/8/12, 49, 15, 16, 17, 4, 2
2017/8/13, 40, 17, 13, 20, 5, 3
2017/8/14, 40, 13, 12, 19, 6, 3
2017/8/15, 34, 17, 13, 24, 7, 4
2017/8/16, 43, 18, 16, 28, 7, 4
2017/8/17, 50, 22, 19, 31, 9, 5
2017/8/18, 62, 15, 9, 27, 10, 4
2017/8/19, 47, 18, 37, 33, 10, 4
2017/8/20, 55, 36, 98, 54, 11, 9
2017/8/21, 82, 53, 64, 50, 8, 4
2017/8/22, 124, 18, 25, 13, 3, 
2017/8/23, 43, 24, 18, 25, 4, 3
2017/8/24, 50, 19, 15, 24, 5, 3
2017/8/25, 46, 17, 27, 24, 4, 2
2017/8/26, 47, 14, 19, 10, 3, 1
2017/8/27, 32, 13, 15, 25, 5, 3
2017/8/28, 37, 26, 36, 51, 9, 5
2017/8/29, 62, 48, 56, 66, 13, 6
2017/8/30, 111, 37, 21, 60, 16, 5
2017/8/31, 86, 52, 65, 74, 15, 7
2017/9/1, 121, 49, 75, 67, 9, 7
2017/9/2, 118, 40, 73, 50, 9, 5
2017/9/3, 104, 17, 29, 31, 5, 3
2017/9/4, 49, 25, 16, 26, 5, 4
2017/9/5, 59, 23, 10, 23, 3, 3
2017/9/6, 61, , , , , 
2017/9/11, 64, 46, 94, 63, 9, 6
2017/9/12, 110, 25, 38, 30, 3, 2
2017/9/13, 61, 33, 47, 33, 3, 2
2017/9/14, 69, 34, 42, 42, 5, 4
2017/9/15, 74, 60, 153, 72, 10, 6
2017/9/16, 131, 73, 145, 67, 14, 6
2017/9/17, 159, 57, 61, 59, 8, 5
2017/9/18, 128, 34, 51, 42, 3, 3
2017/9/19, 76, 30, 33, 35, 3, 3
2017/9/20, 71, 21, 23, 32, 3, 3
2017/9/21, 59, 17, 20, 25, 3, 2
2017/9/22, 51, 19, 20, 24, 2, 3
2017/9/23, 52, 19, 25, 16, 2, 2
2017/9/24, 46, 19, 16, 23, 2, 2
2017/9/25, 35, 26, 15, 32, 6, 3
2017/9/26, 45, 29, 17, 48, 10, 5
2017/9/27, 68, 22, 17, 37, 10, 4
2017/9/28, 59, 12, 14, 23, 3, 2
2017/9/29, 31, 23, 34, 27, 2, 3
2017/9/30, 59, 19, 28, 21, 2, 2
2017/4/1, 65, 43, 62, 31, 4, 7
2017/4/2, 97, 48, 52, 40, 4, 6
2017/4/3, 99, 50, 53, 26, 4, 6
2017/4/4, 99, 45, 45, 36, 3, 6
2017/4/5, 84, 44, 25, 36, 3, 7
2017/4/6, 84, 41, 11, 38, 8, 7
2017/4/7, 87, 34, 11, 29, 6, 6
2017/4/8, 77, 20, 18, 21, 4, 5
2017/4/9, 57, 22, 14, 19, 5, 4
2017/4/10, 50, 27, 12, 29, 7, 6
2017/4/11, 62, 23, 6, 32, 6, 8
2017/4/12, 63, 24, 22, 37, 5, 7
2017/4/13, 62, 42, 33, 38, 7, 3
2017/4/14, 86, 38, 29, 35, 7, 1
2017/4/15, 85, 33, 30, 26, 6, 2
2017/4/16, 81, 28, 27, 38, 7, 4
2017/4/17, 70, 39, 50, 53, 6, 7
2017/4/18, 87, 26, 27, 34, 6, 5
2017/4/19, 64, 19, 16, 30, 4, 5
2017/4/20, 56, 28, 22, 32, 6, 5
2017/4/21, 67, 36, 22, 44, 5, 6
2017/4/22, 75, 36, 32, 28, 6, 5
2017/4/23, 80, 52, 48, 34, 6, 5
2017/4/24, 100, 47, 47, 40, 12, 5
2017/4/25, 97, 59, 26, 43, 6, 6
2017/4/26, 131, 37, 12, 47, 6, 6
2017/4/27, 94, 23, 34, 45, 3, 4
2017/4/28, 59, 43, 58, 59, 6, 6
2017/4/29, 95, 39, 60, 44, 5, 5
2017/4/30, 90, 36, 63, 35, 4, 4
2017/5/1, 81, 34, 17, 29, 5, 5
2017/5/2, 74, 22, 16, 20, 3, 3
2017/5/3, 58, 22, 15, 41, 5, 6
2017/5/4, 59, 50, 63, 76, 16, 9
2017/5/5, 112, 71, 67, 83, 14, 8
2017/5/6, 153, 30, 41, 23, 3, 4
2017/5/7, 72, 42, 36, 33, 3, 5
2017/5/8, 78, 35, 39, 61, 10, 6
2017/5/9, 78, 70, 56, 79, 19, 9
2017/5/10, 153, 36, 44, 42, 5, 6
2017/5/11, 89, 35, 39, 50, 7, 6
2017/5/12, 74, 33, 9, 52, 16, 8
2017/5/13, 76, 40, 49, 44, 12, 7
2017/5/14, 97, 16, 35, 33, 4, 6
2017/5/15, 48, 14, 25, 41, 4, 7
2017/5/16, 35, 27, 44, 40, 4, 6
2017/5/17, 63, 33, 46, 35, 4, 4
2017/5/18, 73, 29, 42, 36, 4, 4
