Date,PM2.5 AQI Value,Site Name,Site ID,Source
10/14/2013,34,Elizabeth Lab,34-039-0004,AQS
10/15/2013,46,Elizabeth Lab,34-039-0004,AQS
10/16/2013,48,Elizabeth Lab,34-039-0004,AQS
10/17/2013,53,Morrisania,36-005-0080,AQS
10/18/2013,22,Toms River,34-029-2002,AQS
10/19/2013,54,Eisenhower Park,36-059-0005,AQS
10/20/2013,29,Rahway,34-039-2003,AQS
10/21/2013,44,Eisenhower Park,36-059-0005,AQS
10/22/2013,55,Newark Firehouse,34-013-0003,AQS
10/23/2013,36,Elizabeth Lab,34-039-0004,AQS
10/24/2013,36,Morrisania,36-005-0080,AQS
10/25/2013,45,Intermediate School 143,36-061-0115,AQS
10/26/2013,38,Elizabeth Lab,34-039-0004,AQS
10/27/2013,41,Morrisania,36-005-0080,AQS
10/28/2013,54,Toms River,34-029-2002,AQS
10/29/2013,45,Morrisania,36-005-0080,AQS
10/30/2013,65,Morrisania,36-005-0080,AQS
10/31/2013,80,Jersey City Firehouse,34-017-1003,AQS
11/01/2013,30,Elizabeth Lab,34-039-0004,AQS
11/02/2013,45,Richmond Post Office,36-085-0055,AQS
11/03/2013,29,Maspeth Library,36-081-0120,AQS
11/04/2013,35,Ps 19,36-061-0128,AQS
11/05/2013,35,Elizabeth Lab,34-039-0004,AQS
11/06/2013,45,Elizabeth Lab,34-039-0004,AQS
11/07/2013,29,Maspeth Library,36-081-0120,AQS
11/08/2013,32,Maspeth Library,36-081-0120,AQS
11/09/2013,34,Richmond Post Office,36-085-0055,AQS
11/10/2013,43,Richmond Post Office,36-085-0055,AQS
11/11/2013,28,Richmond Post Office,36-085-0055,AQS
11/12/2013,33,Intermediate School 143,36-061-0115,AQS
11/13/2013,30,Intermediate School 143,36-061-0115,AQS
11/14/2013,44,Intermediate School 143,36-061-0115,AQS
11/15/2013,91,Jersey City Firehouse,34-017-1003,AQS
11/16/2013,80,Queens College 2,36-081-0124,AQS
11/17/2013,65,Elizabeth Lab,34-039-0004,AQS
11/18/2013,27,Division Street,36-061-0134,AQS
11/19/2013,28,Maspeth Library,36-081-0120,AQS
11/20/2013,40,Ps 19,36-061-0128,AQS
11/21/2013,45,Holtsville,36-103-0009,AQS
11/22/2013,53,Elizabeth Lab,34-039-0004,AQS
11/23/2013,30,Intermediate School 143,36-061-0115,AQS
11/24/2013,48,Intermediate School 143,36-061-0115,AQS
11/25/2013,45,Intermediate School 143,36-061-0115,AQS
11/26/2013,52,Elizabeth Lab,34-039-0004,AQS
11/27/2013,36,Morristown Amb Squad,34-027-0004,AQS
11/28/2013,46,Intermediate School 143,36-061-0115,AQS
11/29/2013,50,Richmond Post Office,36-085-0055,AQS
11/30/2013,40,Jersey City Firehouse,34-017-1003,AQS
12/01/2013,73,Jersey City Firehouse,34-017-1003,AQS
12/02/2013,107,Elizabeth Lab,34-039-0004,AQS
12/03/2013,96,Division Street,36-061-0134,AQS
12/04/2013,99,Elizabeth Lab,34-039-0004,AQS
12/05/2013,91,Elizabeth Lab,34-039-0004,AQS
12/06/2013,46,Intermediate School 143,36-061-0115,AQS
12/07/2013,52,Intermediate School 143,36-061-0115,AQS
12/08/2013,45,Morrisania,36-005-0080,AQS
12/09/2013,64,Ps 19,36-061-0128,AQS
12/10/2013,60,Toms River,34-029-2002,AQS
12/11/2013,66,Elizabeth Lab,34-039-0004,AQS
12/12/2013,53,Intermediate School 143,36-061-0115,AQS
12/13/2013,58,Jersey City Firehouse,34-017-1003,AQS
12/14/2013,55,Morrisania,36-005-0080,AQS
12/15/2013,59,Intermediate School 143,36-061-0115,AQS
12/16/2013,62,Intermediate School 143,36-061-0115,AQS
12/17/2013,66,Elizabeth Lab,34-039-0004,AQS
12/18/2013,67,Union City,34-017-2002,AQS
12/19/2013,79,Jersey City Firehouse,34-017-1003,AQS
12/20/2013,83,Intermediate School 143,36-061-0115,AQS
12/21/2013,94,Fort Lee Library,34-003-0003,AQS
12/22/2013,47,Intermediate School 143,36-061-0115,AQS
12/23/2013,47,Is 74,36-005-0112,AQS
12/24/2013,55,Rahway,34-039-2003,AQS
12/25/2013,59,Elizabeth Lab,34-039-0004,AQS
12/26/2013,62,Intermediate School 143,36-061-0115,AQS
12/27/2013,64,Intermediate School 143,36-061-0115,AQS
12/28/2013,58,Intermediate School 143,36-061-0115,AQS
12/29/2013,57,Morrisania,36-005-0080,AQS
12/30/2013,52,Intermediate School 143,36-061-0115,AQS
12/31/2013,53,Richmond Post Office,36-085-0055,AQS
01/01/2014,62,Jersey City Firehouse,34-017-1003,AQS
01/02/2014,76,Ps 19,36-061-0128,AQS
01/03/2014,57,Ps 19,36-061-0128,AQS
01/04/2014,60,Holtsville,36-103-0009,AQS
01/05/2014,113,Newark Firehouse,34-013-0003,AQS
01/06/2014,54,Morrisania,36-005-0080,AQS
01/07/2014,54,Ps 19,36-061-0128,AQS
01/08/2014,59,Toms River,34-029-2002,AQS
01/09/2014,72,Elizabeth Lab,34-039-0004,AQS
01/10/2014,141,Elizabeth Lab,34-039-0004,AQS
01/11/2014,63,Morrisania,36-005-0080,AQS
01/12/2014,58,Intermediate School 143,36-061-0115,AQS
01/13/2014,77,Morrisania,36-005-0080,AQS
01/14/2014,68,Morrisania,36-005-0080,AQS
01/15/2014,89,Intermediate School 143,36-061-0115,AQS
01/16/2014,56,Jersey City Firehouse,34-017-1003,AQS
01/17/2014,74,Morrisania,36-005-0080,AQS
01/18/2014,70,Intermediate School 143,36-061-0115,AQS
01/19/2014,64,Morrisania,36-005-0080,AQS
01/20/2014,66,Morrisania,36-005-0080,AQS
01/21/2014,60,Ps 19,36-061-0128,AQS
01/22/2014,43,Morrisania,36-005-0080,AQS
01/23/2014,78,Ps 19,36-061-0128,AQS
01/24/2014,53,Morrisania,36-005-0080,AQS
01/25/2014,63,Morrisania,36-005-0080,AQS
01/26/2014,58,Morrisania,36-005-0080,AQS
01/27/2014,71,Morrisania,36-005-0080,AQS
01/28/2014,52,Morrisania,36-005-0080,AQS
01/29/2014,58,Morrisania,36-005-0080,AQS
01/30/2014,62,Morrisania,36-005-0080,AQS
01/31/2014,78,Morrisania,36-005-0080,AQS
02/01/2014,92,Elizabeth Mitchell Bldg,34-039-0006,AQS
02/02/2014,95,Jersey City Firehouse,34-017-1003,AQS
02/03/2014,70,Ps 19,36-061-0128,AQS
02/04/2014,72,Elizabeth Lab,34-039-0004,AQS
02/05/2014,71,Ps 19,36-061-0128,AQS
02/06/2014,54,Morrisania,36-005-0080,AQS
02/07/2014,68,Toms River,34-029-2002,AQS
02/08/2014,56,Intermediate School 143,36-061-0115,AQS
02/09/2014,63,Elizabeth Lab,34-039-0004,AQS
02/10/2014,71,Is 52,36-005-0110,AQS
02/11/2014,60,Jersey City Firehouse,34-017-1003,AQS
02/12/2014,67,Morrisania,36-005-0080,AQS
02/13/2014,62,Ps 19,36-061-0128,AQS
02/14/2014,75,Morrisania,36-005-0080,AQS
02/15/2014,93,Jersey City Firehouse,34-017-1003,AQS
02/16/2014,57,Intermediate School 143,36-061-0115,AQS
02/17/2014,51,Intermediate School 143,36-061-0115,AQS
02/18/2014,80,Elizabeth Lab,34-039-0004,AQS
02/19/2014,116,Newark Firehouse,34-013-0003,AQS
02/20/2014,62,Intermediate School 143,36-061-0115,AQS
02/21/2014,79,Elizabeth Lab,34-039-0004,AQS
02/22/2014,62,Newark Firehouse,34-013-0003,AQS
02/23/2014,50,Intermediate School 143,36-061-0115,AQS
02/24/2014,36,Intermediate School 143,36-061-0115,AQS
02/25/2014,52,Elizabeth Lab,34-039-0004,AQS
02/26/2014,52,Elizabeth Lab,34-039-0004,AQS
02/27/2014,56,Intermediate School 143,36-061-0115,AQS
02/28/2014,67,Chester,34-027-3001,AQS
03/01/2014,55,Morrisania,36-005-0080,AQS
03/02/2014,69,Elizabeth Lab,34-039-0004,AQS
03/03/2014,56,Morrisania,36-005-0080,AQS
03/04/2014,55,Morrisania,36-005-0080,AQS
03/05/2014,64,Elizabeth Lab,34-039-0004,AQS
03/06/2014,59,Ps 19,36-061-0128,AQS
03/07/2014,55,Elizabeth Lab,34-039-0004,AQS
03/08/2014,63,Maspeth Library,36-081-0120,AQS
03/09/2014,75,Queens College 2,36-081-0124,AQS
03/10/2014,63,Intermediate School 143,36-061-0115,AQS
03/11/2014,64,Division Street,36-061-0134,AQS
03/12/2014,85,Newark Firehouse,34-013-0003,AQS
03/13/2014,35,Maspeth Library,36-081-0120,AQS
03/14/2014,39,Intermediate School 143,36-061-0115,AQS
03/15/2014,46,Newark Firehouse,34-013-0003,AQS
03/16/2014,27,Maspeth Library,36-081-0120,AQS
03/17/2014,28,Rahway,34-039-2003,AQS
03/18/2014,56,Ps 19,36-061-0128,AQS
03/19/2014,51,Elizabeth Lab,34-039-0004,AQS
03/20/2014,41,Ps 19,36-061-0128,AQS
03/21/2014,42,Maspeth Library,36-081-0120,AQS
03/22/2014,48,Morrisania,36-005-0080,AQS
03/23/2014,55,Queens College 2,36-081-0124,AQS
03/24/2014,41,Union City,34-017-2002,AQS
03/25/2014,51,Elizabeth Lab,34-039-0004,AQS
03/26/2014,37,Maspeth Library,36-081-0120,AQS
03/27/2014,59,Queens College 2,36-081-0124,AQS
03/28/2014,65,Intermediate School 143,36-061-0115,AQS
03/29/2014,48,Rahway,34-039-2003,AQS
03/30/2014,27,Division Street,36-061-0134,AQS
03/31/2014,27,Ps 19,36-061-0128,AQS
04/01/2014,29,Rahway,34-039-2003,AQS
04/02/2014,67,Elizabeth Lab,34-039-0004,AQS
04/03/2014,69,Elizabeth Lab,34-039-0004,AQS
04/04/2014,57,Elizabeth Lab,34-039-0004,AQS
04/05/2014,35,New Brunswick,34-023-0006,AQS
04/06/2014,33,Rahway,34-039-2003,AQS
04/07/2014,108,Elizabeth Lab,34-039-0004,AQS
04/08/2014,54,Division Street,36-061-0134,AQS
04/09/2014,39,Rahway,34-039-2003,AQS
04/10/2014,51,Elizabeth Lab,34-039-0004,AQS
04/11/2014,66,Holtsville,36-103-0009,AQS
04/12/2014,35,Rahway,34-039-2003,AQS
04/13/2014,56,Rahway,34-039-2003,AQS
04/14/2014,53,Fort Lee Library,34-003-0003,AQS
04/15/2014,22,Morrisania,36-005-0080,AQS
04/16/2014,30,Rahway,34-039-2003,AQS
04/17/2014,66,New Brunswick,34-023-0006,AQS
04/18/2014,48,Elizabeth Lab,34-039-0004,AQS
04/19/2014,46,Toms River,34-029-2002,AQS
04/20/2014,56,Union City,34-017-2002,AQS
04/21/2014,58,Jersey City Firehouse,34-017-1003,AQS
04/22/2014,55,Intermediate School 143,36-061-0115,AQS
04/23/2014,34,Paterson,34-031-0005,AQS
04/24/2014,35,Queens College 2,36-081-0124,AQS
04/25/2014,50,Jersey City Firehouse,34-017-1003,AQS
04/26/2014,36,Union City,34-017-2002,AQS
04/27/2014,18,Rahway,34-039-2003,AQS
04/28/2014,26,Rahway,34-039-2003,AQS
04/29/2014,34,Is 52,36-005-0110,AQS
04/30/2014,28,Ps 19,36-061-0128,AQS
05/01/2014,46,Intermediate School 143,36-061-0115,AQS
05/02/2014,52,Morristown Amb Squad,34-027-0004,AQS
05/03/2014,47,Rahway,34-039-2003,AQS
05/04/2014,28,Elizabeth Lab,34-039-0004,AQS
05/05/2014,33,Division Street,36-061-0134,AQS
05/06/2014,27,Rahway,34-039-2003,AQS
05/07/2014,32,Rahway,34-039-2003,AQS
05/08/2014,67,Paterson,34-031-0005,AQS
05/09/2014,63,Flemington,34-019-0001,AQS
05/10/2014,53,Is 52,36-005-0110,AQS
05/11/2014,42,Flemington,34-019-0001,AQS
05/12/2014,67,Morrisania,36-005-0080,AQS
05/13/2014,53,Flemington,34-019-0001,AQS
05/14/2014,55,Union City,34-017-2002,AQS
05/15/2014,60,Rahway,34-039-2003,AQS
05/16/2014,43,Elizabeth Lab,34-039-0004,AQS
05/17/2014,39,Queens College 2,36-081-0124,AQS
05/18/2014,35,Toms River,34-029-2002,AQS
05/19/2014,33,Toms River,34-029-2002,AQS
05/20/2014,52,Morristown Amb Squad,34-027-0004,AQS
05/21/2014,57,Rahway,34-039-2003,AQS
05/22/2014,82,Jersey City Firehouse,34-017-1003,AQS
05/23/2014,69,Elizabeth Lab,34-039-0004,AQS
05/24/2014,28,Rahway,34-039-2003,AQS
05/25/2014,46,Rahway,34-039-2003,AQS
05/26/2014,60,Union City,34-017-2002,AQS
05/27/2014,69,Richmond Post Office,36-085-0055,AQS
05/28/2014,53,Flemington,34-019-0001,AQS
05/29/2014,35,Jersey City Firehouse,34-017-1003,AQS
05/30/2014,35,Jersey City Firehouse,34-017-1003,AQS
05/31/2014,34,Jersey City Firehouse,34-017-1003,AQS
06/01/2014,74,Morristown Amb Squad,34-027-0004,AQS
06/02/2014,48,Richmond Post Office,36-085-0055,AQS
06/03/2014,61,Jersey City Firehouse,34-017-1003,AQS
06/04/2014,71,Pfizer Lab Site,36-005-0133,AQS
06/05/2014,48,Jersey City Firehouse,34-017-1003,AQS
06/06/2014,63,Jersey City Firehouse,34-017-1003,AQS
06/07/2014,31,Flemington,34-019-0001,AQS
06/08/2014,45,Flemington,34-019-0001,AQS
06/09/2014,60,Flemington,34-019-0001,AQS
06/10/2014,66,Jhs 126,36-047-0122,AQS
06/11/2014,43,Elizabeth Lab,34-039-0004,AQS
06/12/2014,53,Elizabeth Lab,34-039-0004,AQS
06/13/2014,44,Division Street,36-061-0134,AQS
06/14/2014,31,Flemington,34-019-0001,AQS
06/15/2014,34,Rahway,34-039-2003,AQS
06/16/2014,67,Morristown Amb Squad,34-027-0004,AQS
06/17/2014,76,Richmond Post Office,36-085-0055,AQS
06/18/2014,60,Jersey City Firehouse,34-017-1003,AQS
06/19/2014,46,Elizabeth Lab,34-039-0004,AQS
06/20/2014,34,Rahway,34-039-2003,AQS
06/21/2014,38,Rahway,34-039-2003,AQS
06/22/2014,60,Morristown Amb Squad,34-027-0004,AQS
06/23/2014,47,Jersey City Firehouse,34-017-1003,AQS
06/24/2014,36,Toms River,34-029-2002,AQS
06/25/2014,68,Morristown Amb Squad,34-027-0004,AQS
06/26/2014,24,Jersey City Firehouse,34-017-1003,AQS
06/27/2014,42,Rahway,34-039-2003,AQS
06/28/2014,69,Morristown Amb Squad,34-027-0004,AQS
06/29/2014,45,Flemington,34-019-0001,AQS
06/30/2014,41,Flemington,34-019-0001,AQS
07/01/2014,62,Morristown Amb Squad,34-027-0004,AQS
07/02/2014,54,Elizabeth Lab,34-039-0004,AQS
07/03/2014,58,Rahway,34-039-2003,AQS
07/04/2014,51,Queens College 2,36-081-0124,AQS
07/05/2014,63,Holtsville,36-103-0009,AQS
07/06/2014,56,Jersey City Firehouse,34-017-1003,AQS
07/07/2014,66,Pfizer Lab Site,36-005-0133,AQS
07/08/2014,64,Elizabeth Lab,34-039-0004,AQS
07/09/2014,45,Jersey City Firehouse,34-017-1003,AQS
07/10/2014,61,Morristown Amb Squad,34-027-0004,AQS
07/11/2014,53,Rahway,34-039-2003,AQS
07/12/2014,53,Flemington,34-019-0001,AQS
07/13/2014,55,Morristown Amb Squad,34-027-0004,AQS
07/14/2014,45,Elizabeth Lab,34-039-0004,AQS
07/15/2014,53,Elizabeth Lab,34-039-0004,AQS
07/16/2014,51,Division Street,36-061-0134,AQS
07/17/2014,49,Rahway,34-039-2003,AQS
07/18/2014,45,Queens College 2,36-081-0124,AQS
07/19/2014,51,Morristown Amb Squad,34-027-0004,AQS
07/20/2014,45,Flemington,34-019-0001,AQS
07/21/2014,51,Richmond Post Office,36-085-0055,AQS
07/22/2014,62,Morristown Amb Squad,34-027-0004,AQS
07/23/2014,52,Flemington,34-019-0001,AQS
07/24/2014,29,Toms River,34-029-2002,AQS
07/25/2014,40,Newburgh,36-071-0002,AQS
07/26/2014,51,Richmond Post Office,36-085-0055,AQS
07/27/2014,60,Rockland County,36-087-0005,AQS
07/28/2014,49,Queens College 2,36-081-0124,AQS
07/29/2014,38,Elizabeth Lab,34-039-0004,AQS
07/30/2014,44,Toms River,34-029-2002,AQS
07/31/2014,66,Rahway,34-039-2003,AQS
08/01/2014,72,Flemington,34-019-0001,AQS
08/02/2014,63,Flemington,34-019-0001,AQS
08/03/2014,67,Flemington,34-019-0001,AQS
08/04/2014,56,Flemington,34-019-0001,AQS
08/05/2014,54,Flemington,34-019-0001,AQS
08/06/2014,54,Newark Firehouse,34-013-0003,AQS
08/07/2014,52,Rahway,34-039-2003,AQS
08/08/2014,43,Toms River,34-029-2002,AQS
08/09/2014,62,Chester,34-027-3001,AQS
08/10/2014,50,Rahway,34-039-2003,AQS
08/11/2014,54,Elizabeth Lab,34-039-0004,AQS
08/12/2014,35,Elizabeth Lab,34-039-0004,AQS
08/13/2014,21,Toms River,34-029-2002,AQS
08/14/2014,35,Rahway,34-039-2003,AQS
08/15/2014,32,Toms River,34-029-2002,AQS
08/16/2014,56,Rahway,34-039-2003,AQS
08/17/2014,53,Toms River,34-029-2002,AQS
08/18/2014,35,Queens College 2,36-081-0124,AQS
08/19/2014,40,Richmond Post Office,36-085-0055,AQS
08/20/2014,41,Toms River,34-029-2002,AQS
08/21/2014,54,Chester,34-027-3001,AQS
08/22/2014,33,Elizabeth Lab,34-039-0004,AQS
08/23/2014,33,Rahway,34-039-2003,AQS
08/24/2014,34,Elizabeth Lab,34-039-0004,AQS
08/25/2014,54,Rahway,34-039-2003,AQS
08/26/2014,54,Rahway,34-039-2003,AQS
08/27/2014,62,Newark Firehouse,34-013-0003,AQS
08/28/2014,28,Queens College 2,36-081-0124,AQS
08/29/2014,26,Toms River,34-029-2002,AQS
08/30/2014,37,Newburgh,36-071-0002,AQS
08/31/2014,61,Richmond Post Office,36-085-0055,AQS
09/01/2014,43,Jersey City Firehouse,34-017-1003,AQS
09/02/2014,63,Elizabeth Lab,34-039-0004,AQS
09/03/2014,38,Rahway,34-039-2003,AQS
09/04/2014,51,Elizabeth Lab,34-039-0004,AQS
09/05/2014,59,Flemington,34-019-0001,AQS
09/06/2014,54,White Plains,36-119-2004,AQS
09/07/2014,30,Rahway,34-039-2003,AQS
09/08/2014,41,Newark Firehouse,34-013-0003,AQS
09/09/2014,30,Rahway,34-039-2003,AQS
09/10/2014,36,Queens College 2,36-081-0124,AQS
09/11/2014,50,Elizabeth Lab,34-039-0004,AQS
09/12/2014,23,Jersey City Firehouse,34-017-1003,AQS
09/13/2014,29,Queens College 2,36-081-0124,AQS
09/14/2014,25,Newark Firehouse,34-013-0003,AQS
09/15/2014,30,Toms River,34-029-2002,AQS
09/16/2014,39,Elizabeth Lab,34-039-0004,AQS
09/17/2014,43,Division Street,36-061-0134,AQS
09/18/2014,46,Rahway,34-039-2003,AQS
09/19/2014,46,Rahway,34-039-2003,AQS
09/20/2014,57,Elizabeth Lab,34-039-0004,AQS
09/21/2014,53,Richmond Post Office,36-085-0055,AQS
09/22/2014,22,White Plains,36-119-2004,AQS
09/23/2014,35,Union City,34-017-2002,AQS
09/24/2014,37,Rahway,34-039-2003,AQS
09/25/2014,31,Rahway,34-039-2003,AQS
09/26/2014,56,Newark Firehouse,34-013-0003,AQS
09/27/2014,61,Rahway,34-039-2003,AQS
09/28/2014,61,Division Street,36-061-0134,AQS
09/29/2014,67,Union City,34-017-2002,AQS
09/30/2014,58,White Plains,36-119-2004,AQS
10/01/2014,25,White Plains,36-119-2004,AQS
10/02/2014,25,Elizabeth Mitchell Bldg,34-039-0006,AQS
10/03/2014,42,Elizabeth Lab,34-039-0004,AQS
10/04/2014,52,Toms River,34-029-2002,AQS
10/05/2014,38,Rahway,34-039-2003,AQS
10/06/2014,49,Elizabeth Lab,34-039-0004,AQS
10/07/2014,47,Elizabeth Lab,34-039-0004,AQS
10/08/2014,46,Elizabeth Mitchell Bldg,34-039-0006,AQS
10/09/2014,35,Rahway,34-039-2003,AQS
10/10/2014,41,Richmond Post Office,36-085-0055,AQS
10/11/2014,46,Rahway,34-039-2003,AQS
10/12/2014,37,Rahway,34-039-2003,AQS
10/13/2014,45,Rahway,34-039-2003,AQS
10/14/2014,43,Elizabeth Lab,34-039-0004,AQS
10/15/2014,52,Elizabeth Lab,34-039-0004,AQS
10/16/2014,35,Elizabeth Lab,34-039-0004,AQS
10/17/2014,40,Eisenhower Park,36-059-0005,AQS
10/18/2014,26,Rahway,34-039-2003,AQS
10/19/2014,17,Rahway,34-039-2003,AQS
10/20/2014,40,Rahway,34-039-2003,AQS
10/21/2014,49,Rahway,34-039-2003,AQS
10/22/2014,22,Ps 19,36-061-0128,AQS
10/23/2014,22,Richmond Post Office,36-085-0055,AQS
10/24/2014,25,Ps 19,36-061-0128,AQS
10/25/2014,48,Rahway,34-039-2003,AQS
10/26/2014,29,Rahway,34-039-2003,AQS
10/27/2014,35,Rahway,34-039-2003,AQS
10/28/2014,64,Morrisania,36-005-0080,AQS
10/29/2014,55,Union City,34-017-2002,AQS
10/30/2014,32,Maspeth Library,36-081-0120,AQS
10/31/2014,29,Rahway,34-039-2003,AQS
11/01/2014,59,Paterson,34-031-0005,AQS
11/02/2014,20,Maspeth Library,36-081-0120,AQS
11/03/2014,32,Intermediate School 143,36-061-0115,AQS
11/04/2014,55,Jhs 126,36-047-0122,AQS
11/05/2014,52,Rahway,34-039-2003,AQS
11/06/2014,48,Elizabeth Lab,34-039-0004,AQS
11/07/2014,22,Ps 19,36-061-0128,AQS
11/08/2014,24,Intermediate School 143,36-061-0115,AQS
11/09/2014,51,Elizabeth Lab,34-039-0004,AQS
11/10/2014,66,Is 74,36-005-0112,AQS
11/11/2014,63,Elizabeth Lab,34-039-0004,AQS
11/12/2014,46,Richmond Post Office,36-085-0055,AQS
11/13/2014,62,Jhs 126,36-047-0122,AQS
11/14/2014,27,Rahway,34-039-2003,AQS
11/15/2014,46,Rahway,34-039-2003,AQS
11/16/2014,60,Toms River,34-029-2002,AQS
11/17/2014,61,Elizabeth Lab,34-039-0004,AQS
11/18/2014,40,Intermediate School 143,36-061-0115,AQS
11/19/2014,53,Ps 19,36-061-0128,AQS
11/20/2014,50,Jersey City Firehouse,34-017-1003,AQS
11/21/2014,42,Rahway,34-039-2003,AQS
11/22/2014,59,Rahway,34-039-2003,AQS
11/23/2014,61,White Plains,36-119-2004,AQS
11/24/2014,49,Intermediate School 143,36-061-0115,AQS
11/25/2014,46,Union City,34-017-2002,AQS
11/26/2014,43,Ps 19,36-061-0128,AQS
11/27/2014,30,Morrisania,36-005-0080,AQS
11/28/2014,33,Rahway,34-039-2003,AQS
11/29/2014,45,Flemington,34-019-0001,AQS
11/30/2014,60,Morrisania,36-005-0080,AQS
12/01/2014,57,Maspeth Library,36-081-0120,AQS
12/02/2014,49,Ps 19,36-061-0128,AQS
12/03/2014,50,Intermediate School 143,36-061-0115,AQS
12/04/2014,47,Morrisania,36-005-0080,AQS
12/05/2014,69,Ps 19,36-061-0128,AQS
12/06/2014,55,Jersey City Firehouse,34-017-1003,AQS
12/07/2014,34,Intermediate School 143,36-061-0115,AQS
12/08/2014,63,Ps 19,36-061-0128,AQS
12/09/2014,42,Ps 19,36-061-0128,AQS
12/10/2014,30,Intermediate School 143,36-061-0115,AQS
12/11/2014,43,Intermediate School 143,36-061-0115,AQS
12/12/2014,38,Intermediate School 143,36-061-0115,AQS
12/13/2014,45,Maspeth Library,36-081-0120,AQS
12/14/2014,46,Newburgh,36-071-0002,AQS
12/15/2014,55,Morrisania,36-005-0080,AQS
12/16/2014,75,Elizabeth Lab,34-039-0004,AQS
12/17/2014,42,Morrisania,36-005-0080,AQS
12/18/2014,31,Intermediate School 143,36-061-0115,AQS
12/19/2014,34,Is 74,36-005-0112,AQS
12/20/2014,39,Holtsville,36-103-0009,AQS
12/21/2014,57,Richmond Post Office,36-085-0055,AQS
12/22/2014,69,Ps 19,36-061-0128,AQS
12/23/2014,54,Ps 19,36-061-0128,AQS
12/24/2014,61,Elizabeth Lab,34-039-0004,AQS
12/25/2014,36,Morrisania,36-005-0080,AQS
12/26/2014,50,Intermediate School 143,36-061-0115,AQS
12/27/2014,59,Morrisania,36-005-0080,AQS
12/28/2014,58,Intermediate School 143,36-061-0115,AQS
12/29/2014,34,Morrisania,36-005-0080,AQS
12/30/2014,38,Maspeth Library,36-081-0120,AQS
12/31/2014,55,Intermediate School 143,36-061-0115,AQS
01/01/2015,63,Intermediate School 143,36-061-0115,AQS
01/02/2015,66,Intermediate School 143,36-061-0115,AQS
01/03/2015,56,Ps 19,36-061-0128,AQS
01/04/2015,55,Intermediate School 143,36-061-0115,AQS
01/05/2015,45,Intermediate School 143,36-061-0115,AQS
01/06/2015,64,Union City,34-017-2002,AQS
01/07/2015,60,Intermediate School 143,36-061-0115,AQS
01/08/2015,54,Intermediate School 143,36-061-0115,AQS
01/09/2015,56,Intermediate School 143,36-061-0115,AQS
01/10/2015,60,Intermediate School 143,36-061-0115,AQS
01/11/2015,60,Intermediate School 143,36-061-0115,AQS
01/12/2015,68,Intermediate School 143,36-061-0115,AQS
01/13/2015,56,Intermediate School 143,36-061-0115,AQS
01/14/2015,79,Ps 19,36-061-0128,AQS
01/15/2015,65,Toms River,34-029-2002,AQS
01/16/2015,64,Fort Lee Near Road,34-003-0010,AQS
01/17/2015,47,Is 74,36-005-0112,AQS
01/18/2015,78,Morrisania,36-005-0080,AQS
01/19/2015,47,Intermediate School 143,36-061-0115,AQS
01/20/2015,50,Toms River,34-029-2002,AQS
01/21/2015,61,Ps 19,36-061-0128,AQS
01/22/2015,65,Toms River,34-029-2002,AQS
01/23/2015,70,Jersey City Firehouse,34-017-1003,AQS
01/24/2015,64,Ps 19,36-061-0128,AQS
01/25/2015,50,Intermediate School 143,36-061-0115,AQS
01/26/2015,68,Ps 19,36-061-0128,AQS
01/27/2015,57,Morrisania,36-005-0080,AQS
01/28/2015,54,Intermediate School 143,36-061-0115,AQS
01/29/2015,52,Fort Lee Near Road,34-003-0010,AQS
01/30/2015,52,Fort Lee Library,34-003-0003,AQS
01/31/2015,52,Ps 274,36-047-0118,AQS
02/01/2015,68,Queens College 2,36-081-0124,AQS
02/02/2015,61,Ps 19,36-061-0128,AQS
02/03/2015,59,Morrisania,36-005-0080,AQS
02/04/2015,73,Elizabeth Lab,34-039-0004,AQS
02/05/2015,84,Ps 19,36-061-0128,AQS
02/06/2015,59,Queens College 2,36-081-0124,AQS
02/07/2015,74,Morrisania,36-005-0080,AQS
02/08/2015,96,Elizabeth Lab,34-039-0004,AQS
02/09/2015,61,Ps 19,36-061-0128,AQS
02/10/2015,51,Intermediate School 143,36-061-0115,AQS
02/11/2015,58,Ps 19,36-061-0128,AQS
02/12/2015,63,Morrisania,36-005-0080,AQS
02/13/2015,58,Intermediate School 143,36-061-0115,AQS
02/14/2015,74,Paterson,34-031-0005,AQS
02/15/2015,60,Intermediate School 143,36-061-0115,AQS
02/16/2015,51,Morrisania,36-005-0080,AQS
02/17/2015,78,Ps 19,36-061-0128,AQS
02/18/2015,80,Morrisania,36-005-0080,AQS
02/19/2015,58,Morrisania,36-005-0080,AQS
02/20/2015,62,Intermediate School 143,36-061-0115,AQS
02/21/2015,60,Intermediate School 143,36-061-0115,AQS
02/22/2015,77,Queens College 2,36-081-0124,AQS
02/23/2015,62,Fort Lee Library,34-003-0003,AQS
02/24/2015,52,Fort Lee Near Road,34-003-0010,AQS
02/25/2015,72,Fort Lee Near Road,34-003-0010,AQS
02/26/2015,66,Ps 19,36-061-0128,AQS
02/27/2015,60,Freshkills West,36-085-0111,AQS
02/28/2015,53,Morrisania,36-005-0080,AQS
03/01/2015,68,Newburgh,36-071-0002,AQS
03/02/2015,88,Toms River,34-029-2002,AQS
03/03/2015,53,Fort Lee Near Road,34-003-0010,AQS
03/04/2015,86,Fort Lee Library,34-003-0003,AQS
03/05/2015,53,Intermediate School 143,36-061-0115,AQS
